/home/luis/PycharmProjects/chameleon_cluster/venv/bin/python /home/luis/PycharmProjects/chameleon_cluster/main.py
Building kNN graph (k = 6)...
100%|██████████| 32/32 [00:00<00:00, 1877.38it/s]
Begin clustering...
%fs 2.3040000814944505e-06
%fs 5.615999922156334e-05
%fs 5.5167999118566515e-05
%fs 5.430399999022484e-05
%fs 5.1584001630544664e-05
%fs 2.4000001139938832e-06
%fs 2.463999902829528e-06
%fs 5.536000058054924e-05
%fs 2.5919999461621047e-06
%fs 2.463999902829528e-06
%fs 5.596800148487091e-05
%fs 5.9039998799562455e-05
%fs 5.606399849057198e-05
%fs 2.368000103160739e-06
%fs 2.2720000706613066e-06
%fs 6.15679994225502e-05
%fs 2.527999924495816e-06
%fs 2.463999902829528e-06
%fs 5.552000179886818e-05
%fs 5.6671999394893644e-05
%fs 5.593600124120712e-05
%fs 2.368000103160739e-06
%fs 2.176000038161874e-06
%fs 5.7631999254226684e-05
%fs 2.463999902829528e-06
%fs 2.3040000814944505e-06
%fs 6.195199862122536e-05
%fs 5.302400141954422e-05
%fs 5.7631999254226684e-05
%fs 5.628800019621849e-05
%fs 2.5919999461621047e-06
%fs 2.527999924495816e-06
%fs 6.003199890255928e-05
%fs 2.78400001116097e-06
%fs 2.463999902829528e-06
%fs 5.5904000997543335e-05
%fs 5.939200147986412e-05
%fs 5.529600009322167e-05
%fs 2.2400000598281624e-06
%fs 3.295999951660633e-06
%fs 6.134400144219398e-05
%fs 2.9120000544935464e-06
%fs 3.5200000274926424e-06
%fs 6.457599997520447e-05
%fs 5.353600159287453e-05
%fs 5.190400034189224e-05
%fs 2.7520000003278255e-06
%fs 2.2720000706613066e-06
%fs 5.580800026655197e-05
%fs 2.527999924495816e-06
%fs 2.527999924495816e-06
%fs 5.366399884223938e-05
%fs 5.41439987719059e-05
%fs 5.235200002789497e-05
%fs 2.3360000923275947e-06
%fs 2.527999924495816e-06
%fs 5.843200162053108e-05
%fs 2.4000001139938832e-06
%fs 2.687999978661537e-06
%fs 5.4464001208543776e-05
%fs 5.407999828457832e-05
%fs 5.25440014898777e-05
%fs 2.3360000923275947e-06
%fs 2.368000103160739e-06
%fs 5.7824000716209414e-05
%fs 2.623999956995249e-06
%fs 2.5919999461621047e-06
%fs 5.804799869656563e-05
%fs 5.411199852824211e-05
%fs 5.3440000861883166e-05
%fs 5.337600037455559e-05
%fs 2.4000001139938832e-06
%fs 2.4000001139938832e-06
%fs 5.4880000650882725e-05
%fs 2.623999956995249e-06
%fs 2.3360000923275947e-06
%fs 5.2799999713897704e-05
%fs 5.7792000472545626e-05
%fs 5.606399849057198e-05
%fs 2.655999967828393e-06
%fs 2.880000043660402e-06
%fs 6.233600154519081e-05
%fs 2.5599999353289604e-06
%fs 2.2400000598281624e-06
%fs 5.593600124120712e-05
%fs 5.113599821925163e-05
%fs 5.200000107288361e-05
%fs 5.1839999854564665e-05
%fs 5.651199817657471e-05
%fs 5.436800047755242e-05
%fs 2.4000001139938832e-06
%fs 2.527999924495816e-06
%fs 6.0256000608205794e-05
%fs 2.9120000544935464e-06
%fs 2.208000048995018e-06
%fs 5.491200089454651e-05
%fs 5.455999821424484e-05
%fs 5.171199887990952e-05
%fs 5.0655998289585113e-05
%fs 2.7520000003278255e-06
%fs 2.1120000164955853e-06
%fs 5.676800012588501e-05
%fs 2.78400001116097e-06
%fs 2.495999913662672e-06
%fs 5.318399891257286e-05
%fs 5.8527998626232146e-05
%fs 5.615999922156334e-05
%fs 2.527999924495816e-06
%fs 2.2720000706613066e-06
%fs 6.10559992492199e-05
%fs 1.6639999812468886e-06
%fs 2.4000001139938832e-06
%fs 5.555199831724167e-05
%fs 5.523199960589409e-05
%fs 5.558399856090546e-05
%fs 2.5599999353289604e-06
%fs 2.208000048995018e-06
%fs 5.788800120353699e-05
%fs 2.495999913662672e-06
%fs 2.208000048995018e-06
%fs 5.4976001381874084e-05
%fs 5.078399926424027e-05
%fs 6.332799792289734e-05
%fs 5.539200082421303e-05
%fs 2.495999913662672e-06
%fs 2.655999967828393e-06
%fs 5.868799984455109e-05
%fs 2.7520000003278255e-06
%fs 2.4000001139938832e-06
%fs 5.4880000650882725e-05
%fs 5.6352000683546066e-05
%fs 5.484800040721894e-05
%fs 2.431999891996384e-06
%fs 2.0479999948292972e-06
%fs 6.697600334882736e-05
%fs 2.208000048995018e-06
%fs 2.623999956995249e-06
%fs 5.417599901556969e-05
%fs 5.075199902057648e-05
%fs 5.071999877691269e-05
%fs 2.4000001139938832e-06
%fs 2.2400000598281624e-06
%fs 6.57920017838478e-05
%fs 2.655999967828393e-06
%fs 2.463999902829528e-06
%fs 5.465599894523621e-05
%fs 5.584000051021576e-05
%fs 5.116799846291542e-05
%fs 2.495999913662672e-06
%fs 2.527999924495816e-06
%fs 5.798399820923806e-05
%fs 2.5919999461621047e-06
%fs 2.4000001139938832e-06
%fs 5.491200089454651e-05
%fs 5.57439997792244e-05
%fs 5.337600037455559e-05
%fs 2.5919999461621047e-06
%fs 2.2400000598281624e-06
%fs 5.747200176119805e-05
%fs 2.431999891996384e-06
%fs 2.431999891996384e-06
 30%|███       | 10/33 [00:00<00:00, 29.72it/s]%fs 5.4976001381874084e-05
%fs 5.3920000791549686e-05
%fs 5.305600166320801e-05
%fs 5.2960000932216646e-05
%fs 2.3360000923275947e-06
%fs 2.495999913662672e-06
%fs 5.7087998837232594e-05
%fs 2.208000048995018e-06
%fs 2.2400000598281624e-06
%fs 5.4432000964879994e-05
%fs 5.894400179386139e-05
%fs 5.836800113320351e-05
%fs 2.431999891996384e-06
%fs 2.208000048995018e-06
%fs 6.233600154519081e-05
%fs 3.103999886661768e-06
%fs 2.495999913662672e-06
%fs 6.080000102519989e-05
%fs 5.14880008995533e-05
%fs 5.2223999053239826e-05
%fs 5.209600180387497e-05
%fs 5.644800141453743e-05
%fs 5.430399999022484e-05
%fs 2.495999913662672e-06
%fs 2.368000103160739e-06
%fs 6.65920004248619e-05
%fs 2.4000001139938832e-06
%fs 2.3360000923275947e-06
%fs 5.584000051021576e-05
%fs 5.3920000791549686e-05
%fs 5.382400006055832e-05
%fs 5.305600166320801e-05
%fs 2.655999967828393e-06
%fs 2.176000038161874e-06
%fs 5.363199859857559e-05
%fs 2.4000001139938832e-06
%fs 2.3360000923275947e-06
%fs 5.510399863123894e-05
%fs 5.68000003695488e-05
%fs 5.7151999324560164e-05
%fs 2.431999891996384e-06
%fs 2.368000103160739e-06
%fs 6.080000102519989e-05
%fs 2.431999891996384e-06
%fs 2.7520000003278255e-06
%fs 5.481600016355515e-05
%fs 5.5904000997543335e-05
%fs 5.475199967622757e-05
%fs 2.655999967828393e-06
%fs 2.2400000598281624e-06
%fs 5.9200000017881396e-05
%fs 2.2720000706613066e-06
%fs 2.5919999461621047e-06
%fs 5.436800047755242e-05
%fs 5.459199845790863e-05
%fs 5.766399949789047e-05
%fs 5.4880000650882725e-05
%fs 3.5200000274926424e-06
%fs 2.7520000003278255e-06
%fs 6.172800064086914e-05
%fs 2.3040000814944505e-06
%fs 2.5919999461621047e-06
%fs 6.0256000608205794e-05
%fs 5.916799977421761e-05
%fs 5.6575998663902286e-05
%fs 2.5919999461621047e-06
%fs 1.5360000543296336e-06
%fs 6.326399743556976e-05
%fs 2.655999967828393e-06
%fs 2.2400000598281624e-06
%fs 5.302400141954422e-05
%fs 1.440000021830201e-06
%fs 5.2799999713897704e-05
%fs 1.5040000434964896e-06
%fs 1.5360000543296336e-06
%fs 5.478399991989136e-05
%fs 1.567999948747456e-06
%fs 1.5040000434964896e-06
%fs 6.137600168585777e-05
%fs 5.337600037455559e-05
%fs 5.1584001630544664e-05
%fs 1.4720000326633453e-06
%fs 1.5040000434964896e-06
%fs 5.60000017285347e-05
%fs 3.5200000274926424e-06
%fs 1.5360000543296336e-06
%fs 5.235200002789497e-05
%fs 5.398400127887726e-05
%fs 5.180799961090088e-05
%fs 1.440000021830201e-06
%fs 1.5360000543296336e-06
%fs 5.7631999254226684e-05
%fs 1.5040000434964896e-06
%fs 1.5999999595806003e-06
%fs 5.6127998977899554e-05
%fs 1.8240000354126097e-06
%fs 5.436800047755242e-05
%fs 5.311999842524529e-05
%fs 1.4720000326633453e-06
%fs 1.5999999595806003e-06
%fs 5.510399863123894e-05
%fs 3.7440001033246518e-06
%fs 1.5360000543296336e-06
%fs 5.2799999713897704e-05
%fs 5.817599967122078e-05
%fs 6.380800157785416e-05
%fs 1.440000021830201e-06
%fs 2.368000103160739e-06
%fs 6.07680007815361e-05
%fs 2.527999924495816e-06
%fs 2.2400000598281624e-06
%fs 5.1392000168561934e-05
%fs 5.2032001316547395e-05
%fs 1.440000021830201e-06
%fs 1.4720000326633453e-06
%fs 5.558399856090546e-05
%fs 6.361600011587143e-05
%fs 1.567999948747456e-06
%fs 1.7920000245794654e-06
%fs 5.8111999183893203e-05
%fs 3.488000016659498e-06
%fs 1.5040000434964896e-06
%fs 5.750399827957154e-05
%fs 5.465599894523621e-05
%fs 5.215999856591225e-05
%fs 5.283199995756149e-05
%fs 3.616000059992075e-06
%fs 1.5040000434964896e-06
%fs 5.539200082421303e-05
%fs 3.488000016659498e-06
%fs 1.5360000543296336e-06
%fs 6.028800085186958e-05
%fs 5.8527998626232146e-05
%fs 5.676800012588501e-05
%fs 1.5040000434964896e-06
%fs 3.488000016659498e-06
%fs 5.8079998940229415e-05
%fs 1.4720000326633453e-06
%fs 1.5360000543296336e-06
%fs 5.433600023388863e-05
%fs 5.6095998734235766e-05
%fs 5.552000179886818e-05
%fs 1.5360000543296336e-06
%fs 1.440000021830201e-06
%fs 6.060799956321717e-05
%fs 1.5360000543296336e-06
%fs 1.5360000543296336e-06
%fs 5.5647999048233035e-05
%fs 5.2255999296903615e-05
%fs 5.776000022888184e-05
%fs 5.3952001035213474e-05
%fs 1.4720000326633453e-06
%fs 2.5919999461621047e-06
%fs 6.12800009548664e-05
%fs 2.623999956995249e-06
%fs 1.5040000434964896e-06
%fs 0.00013267199695110322
%fs 1.942400075495243e-05
%fs 6.508799642324447e-05
%fs 3.488000016659498e-06
%fs 1.440000021830201e-06
%fs 6.0736000537872314e-05
%fs 1.5360000543296336e-06
%fs 1.4720000326633453e-06
%fs 5.552000179886818e-05
%fs 5.286400020122528e-05
%fs 4.9855999648571016e-05
%fs 1.5040000434964896e-06
%fs 1.5040000434964896e-06
%fs 5.491200089454651e-05
%fs 3.5200000274926424e-06
%fs 1.4720000326633453e-06
%fs 5.6575998663902286e-05
%fs 5.510399863123894e-05
%fs 5.311999842524529e-05
%fs 1.5360000543296336e-06
%fs 1.440000021830201e-06
%fs 5.670399963855743e-05
%fs 3.776000114157796e-06
%fs 3.5200000274926424e-06
%fs 5.584000051021576e-05
%fs 5.503999814391136e-05
%fs 5.302400141954422e-05
%fs 1.5360000543296336e-06
%fs 1.7280000029131771e-06
%fs 5.817599967122078e-05
%fs 1.6959999920800329e-06
%fs 1.5360000543296336e-06
%fs 5.475199967622757e-05
%fs 5.2992001175880435e-05
%fs 6.284800171852112e-05
%fs 5.289600044488907e-05
%fs 1.5040000434964896e-06
%fs 1.4720000326633453e-06
%fs 5.7087998837232594e-05
%fs 2.8480000328272583e-06
%fs 2.495999913662672e-06
%fs 5.702399834990502e-05
%fs 6.39360025525093e-05
%fs 6.499200314283371e-05
%fs 1.4720000326633453e-06
%fs 1.440000021830201e-06
%fs 1.5040000434964896e-06
%fs 1.5360000543296336e-06
%fs 1.5040000434964896e-06
%fs 5.548800155520439e-05
%fs 5.171199887990952e-05
%fs 5.305600166320801e-05
%fs 5.167999863624573e-05
%fs 5.728000029921532e-05
%fs 5.529600009322167e-05
%fs 1.5999999595806003e-06
%fs 1.5040000434964896e-06
%fs 5.824000015854836e-05
%fs 3.5200000274926424e-06
%fs 1.5360000543296336e-06
%fs 1.5360000543296336e-06
%fs 5.651199817657471e-05
%fs 5.2960000932216646e-05
%fs 5.2512001246213915e-05
%fs 1.6639999812468886e-06
%fs 1.5360000543296336e-06
%fs 5.7312000542879106e-05
%fs 1.5360000543296336e-06
%fs 1.6319999704137446e-06
%fs 5.5424001067876815e-05
%fs 5.776000022888184e-05
%fs 5.7151999324560164e-05
%fs 3.488000016659498e-06
%fs 1.5360000543296336e-06
%fs 5.9487998485565186e-05
%fs 1.440000021830201e-06
%fs 1.440000021830201e-06
%fs 5.465599894523621e-05
%fs 5.651199817657471e-05
%fs 5.507199838757515e-05
%fs 1.4720000326633453e-06
%fs 2.655999967828393e-06
%fs 5.980800092220306e-05
%fs 2.8480000328272583e-06
%fs 3.83999990299344e-06
%fs 1.440000021830201e-06
%fs 5.855999886989594e-06
%fs 6.800000369548798e-05
%fs 6.57920017838478e-05
%fs 1.5040000434964896e-06
%fs 1.5360000543296336e-06
%fs 6.6880002617836e-05
%fs 1.5999999595806003e-06
%fs 1.7280000029131771e-06
%fs 9.251199662685394e-05
%fs 5.702399834990502e-05
%fs 5.584000051021576e-05
%fs 1.5999999595806003e-06
%fs 1.5040000434964896e-06
%fs 6.0256000608205794e-05
%fs 3.42399999499321e-06
%fs 1.4720000326633453e-06
%fs 5.68000003695488e-05
%fs 5.407999828457832e-05
%fs 5.161599814891815e-05
%fs 3.135999897494912e-06
%fs 1.8560000462457537e-06
%fs 5.8272000402212145e-05
%fs 1.5040000434964896e-06
%fs 1.440000021830201e-06
%fs 5.644800141453743e-05
%fs 5.353600159287453e-05
%fs 5.1104001700878144e-05
%fs 1.4720000326633453e-06
%fs 1.7280000029131771e-06
%fs 5.9232000261545185e-05
 39%|███▉      | 13/33 [00:00<00:00, 29.41it/s]%fs 1.6959999920800329e-06
%fs 1.5040000434964896e-06
%fs 5.6384000927209855e-05
%fs 5.7055998593568806e-05
%fs 5.356800183653831e-05
%fs 1.440000021830201e-06
%fs 2.431999891996384e-06
%fs 5.84000013768673e-05
%fs 2.463999902829528e-06
%fs 2.78400001116097e-06
%fs 6.499200314283371e-05
%fs 1.440000021830201e-06
%fs 1.4720000326633453e-06
%fs 6.368000060319901e-05
%fs 1.567999948747456e-06
%fs 1.567999948747456e-06
%fs 5.728000029921532e-05
%fs 1.5360000543296336e-06
%fs 1.567999948747456e-06
%fs 5.478399991989136e-05
%fs 5.862399935722351e-05
%fs 5.7055998593568806e-05
%fs 1.5360000543296336e-06
%fs 1.5360000543296336e-06
%fs 6.207999959588052e-05
%fs 3.5200000274926424e-06
%fs 3.488000016659498e-06
%fs 6.150399893522262e-05
%fs 5.180799961090088e-05
%fs 5.238400027155876e-05
%fs 5.193600058555603e-05
%fs 0.0009068480134010315
%fs 5.7824000716209414e-05
%fs 1.8560000462457537e-06
%fs 1.5360000543296336e-06
%fs 5.804799869656563e-05
%fs 3.6480000708252194e-06
%fs 1.5360000543296336e-06
%fs 5.523199960589409e-05
%fs 6.0704000294208526e-05
%fs 5.238400027155876e-05
%fs 5.2223999053239826e-05
%fs 1.5999999595806003e-06
%fs 1.5360000543296336e-06
%fs 5.478399991989136e-05
%fs 3.5200000274926424e-06
%fs 1.5040000434964896e-06
%fs 5.503999814391136e-05
%fs 1.5040000434964896e-06
%fs 6.65920004248619e-05
%fs 2.687999978661537e-06
%fs 2.3040000814944505e-06
%fs 6.179200112819672e-05
%fs 2.623999956995249e-06
%fs 1.5040000434964896e-06
%fs 6.976000219583512e-05
%fs 1.5680000185966492e-05
%fs 1.8560000462457537e-06
%fs 1.5360000543296336e-06
%fs 1.4720000326633453e-06
%fs 5.89120015501976e-05
%fs 1.4720000326633453e-06
%fs 1.5040000434964896e-06
%fs 5.404800176620483e-05
%fs 5.126399919390679e-05
%fs 5.740800127387047e-05
%fs 5.455999821424484e-05
%fs 1.5999999595806003e-06
%fs 1.440000021830201e-06
%fs 5.801599845290184e-05
%fs 1.4720000326633453e-06
%fs 1.7600000137463212e-06
%fs 5.571199953556061e-05
%fs 5.696000158786774e-05
%fs 5.529600009322167e-05
%fs 1.5360000543296336e-06
%fs 3.488000016659498e-06
%fs 5.993599817156792e-05
%fs 1.6639999812468886e-06
%fs 1.5360000543296336e-06
%fs 5.433600023388863e-05
%fs 5.190400034189224e-05
%fs 5.075199902057648e-05
%fs 1.440000021830201e-06
%fs 1.567999948747456e-06
%fs 5.596800148487091e-05
%fs 1.440000021830201e-06
%fs 1.4720000326633453e-06
%fs 5.2992001175880435e-05
%fs 5.465599894523621e-05
%fs 5.244800075888634e-05
%fs 1.5360000543296336e-06
%fs 1.5040000434964896e-06
%fs 5.4880000650882725e-05
%fs 1.440000021830201e-06
%fs 2.5599999353289604e-06
%fs 6.176000088453293e-05
%fs 5.663999915122986e-05
%fs 5.25440014898777e-05
%fs 2.463999902829528e-06
%fs 2.2720000706613066e-06
%fs 5.628800019621849e-05
%fs 2.463999902829528e-06
%fs 2.2400000598281624e-06
%fs 5.404800176620483e-05
%fs 5.331199988722801e-05
%fs 5.4016001522541044e-05
%fs 5.209600180387497e-05
%fs 2.816000021994114e-06
%fs 2.368000103160739e-06
%fs 5.462399870157242e-05
%fs 2.495999913662672e-06
%fs 2.4000001139938832e-06
%fs 5.215999856591225e-05
%fs 5.910399928689003e-05
%fs 5.756799876689911e-05
%fs 2.208000048995018e-06
%fs 2.3360000923275947e-06
%fs 6.009599938988686e-05
%fs 2.463999902829528e-06
%fs 2.4000001139938832e-06
%fs 5.718399956822395e-05
%fs 5.049600079655647e-05
%fs 5.219199880957604e-05
%fs 5.257600173354149e-05
%fs 6.531199812889099e-05
%fs 5.536000058054924e-05
%fs 2.1120000164955853e-06
%fs 2.208000048995018e-06
%fs 5.766399949789047e-05
%fs 2.1120000164955853e-06
%fs 2.5919999461621047e-06
%fs 5.33440001308918e-05
%fs 5.769599974155426e-05
%fs 5.398400127887726e-05
%fs 5.1327999681234364e-05
%fs 2.2400000598281624e-06
%fs 2.3040000814944505e-06
%fs 5.5647999048233035e-05
%fs 2.5919999461621047e-06
%fs 2.3040000814944505e-06
%fs 5.5456001311540604e-05
%fs 5.859199911355972e-05
%fs 7.107199728488922e-05
%fs 2.3360000923275947e-06
%fs 2.4000001139938832e-06
%fs 6.297600269317628e-05
%fs 2.495999913662672e-06
%fs 2.5599999353289604e-06
%fs 5.318399891257286e-05
%fs 5.7312000542879106e-05
%fs 5.5872000753879547e-05
%fs 2.3040000814944505e-06
%fs 2.431999891996384e-06
%fs 5.8272000402212145e-05
%fs 2.527999924495816e-06
%fs 2.431999891996384e-06
%fs 5.171199887990952e-05
%fs 5.193600058555603e-05
%fs 5.670399963855743e-05
%fs 5.536000058054924e-05
%fs 2.5599999353289604e-06
%fs 2.5599999353289604e-06
%fs 5.8304000645875934e-05
%fs 2.78400001116097e-06
%fs 2.5599999353289604e-06
%fs 5.628800019621849e-05
%fs 5.6352000683546066e-05
%fs 5.4687999188899995e-05
%fs 2.3360000923275947e-06
%fs 2.3040000814944505e-06
%fs 6.0959998518228534e-05
%fs 2.78400001116097e-06
%fs 2.431999891996384e-06
%fs 5.363199859857559e-05
%fs 5.1072001457214356e-05
%fs 5.046400055289269e-05
%fs 2.655999967828393e-06
%fs 2.431999891996384e-06
%fs 5.571199953556061e-05
%fs 2.7520000003278255e-06
%fs 2.463999902829528e-06
%fs 5.51999993622303e-05
%fs 5.2512001246213915e-05
%fs 5.1327999681234364e-05
%fs 2.208000048995018e-06
%fs 2.5599999353289604e-06
%fs 5.523199960589409e-05
%fs 2.7520000003278255e-06
%fs 2.3360000923275947e-06
%fs 5.462399870157242e-05
%fs 5.2799999713897704e-05
%fs 5.260799825191498e-05
%fs 2.495999913662672e-06
%fs 2.495999913662672e-06
%fs 5.7792000472545626e-05
%fs 2.623999956995249e-06
%fs 2.8480000328272583e-06
%fs 5.411199852824211e-05
%fs 5.2960000932216646e-05
%fs 5.1584001630544664e-05
%fs 5.552000179886818e-05
%fs 2.8480000328272583e-06
%fs 2.3360000923275947e-06
%fs 5.427199974656105e-05
%fs 2.527999924495816e-06
%fs 2.495999913662672e-06
%fs 5.366399884223938e-05
%fs 5.8527998626232146e-05
%fs 5.724800005555153e-05
%fs 2.527999924495816e-06
%fs 2.2720000706613066e-06
%fs 5.990400165319443e-05
%fs 2.5919999461621047e-06
%fs 2.880000043660402e-06
%fs 5.353600159287453e-05
%fs 5.2799999713897704e-05
%fs 5.459199845790863e-05
%fs 5.379199981689453e-05
%fs 5.6127998977899554e-05
%fs 5.3952001035213474e-05
%fs 2.5599999353289604e-06
%fs 2.5919999461621047e-06
%fs 5.987200140953064e-05
%fs 2.431999891996384e-06
%fs 2.5599999353289604e-06
%fs 5.478399991989136e-05
%fs 5.491200089454651e-05
%fs 5.1775999367237095e-05
%fs 5.09440004825592e-05
%fs 1.440000021830201e-06
%fs 2.368000103160739e-06
%fs 5.5135998874902726e-05
%fs 2.4000001139938832e-06
%fs 2.527999924495816e-06
%fs 5.350400134921074e-05
%fs 6.956800073385239e-05
%fs 5.884800106287003e-05
%fs 2.5919999461621047e-06
%fs 2.527999924495816e-06
%fs 6.115199998021126e-05
%fs 2.623999956995249e-06
%fs 2.5919999461621047e-06
%fs 5.510399863123894e-05
%fs 5.593600124120712e-05
%fs 5.5424001067876815e-05
%fs 2.5599999353289604e-06
%fs 2.3360000923275947e-06
%fs 5.993599817156792e-05
%fs 2.655999967828393e-06
%fs 2.2720000706613066e-06
%fs 5.41439987719059e-05
%fs 5.302400141954422e-05
%fs 5.6671999394893644e-05
%fs 5.455999821424484e-05
%fs 2.463999902829528e-06
%fs 2.495999913662672e-06
%fs 5.926400050520897e-05
%fs 2.3360000923275947e-06
%fs 2.176000038161874e-06
%fs 5.7631999254226684e-05
%fs 5.744000151753426e-05
%fs 5.539200082421303e-05
%fs 2.527999924495816e-06
%fs 2.495999913662672e-06
%fs 6.0224000364542006e-05
%fs 2.9440000653266907e-06
%fs 2.431999891996384e-06
%fs 5.593600124120712e-05
%fs 5.200000107288361e-05
%fs 5.1072001457214356e-05
%fs 2.2400000598281624e-06
%fs 2.4000001139938832e-06
%fs 5.4880000650882725e-05
%fs 2.623999956995249e-06
%fs 2.463999902829528e-06
%fs 5.286400020122528e-05
%fs 5.3279999643564224e-05
%fs 5.302400141954422e-05
%fs 2.463999902829528e-06
%fs 2.1120000164955853e-06
%fs 5.65439984202385e-05
%fs 2.5599999353289604e-06
%fs 2.463999902829528e-06
%fs 5.558399856090546e-05
%fs 5.510399863123894e-05
%fs 5.366399884223938e-05
%fs 2.5599999353289604e-06
%fs 2.3360000923275947e-06
%fs 6.390400230884551e-05
%fs 2.495999913662672e-06
%fs 2.495999913662672e-06
 48%|████▊     | 16/33 [00:00<00:00, 29.39it/s]%fs 5.641600117087364e-05
%fs 5.2767999470233916e-05
%fs 5.2512001246213915e-05
%fs 5.804799869656563e-05
%fs 2.527999924495816e-06
%fs 2.431999891996384e-06
%fs 5.475199967622757e-05
%fs 2.5919999461621047e-06
%fs 2.655999967828393e-06
%fs 5.2223999053239826e-05
%fs 5.932800099253654e-05
%fs 5.7087998837232594e-05
%fs 2.431999891996384e-06
%fs 2.368000103160739e-06
%fs 6.0159999877214436e-05
%fs 2.655999967828393e-06
%fs 2.3040000814944505e-06
%fs 5.3920000791549686e-05
%fs 5.292800068855286e-05
%fs 5.119999870657921e-05
%fs 5.289600044488907e-05
%fs 5.68000003695488e-05
%fs 5.350400134921074e-05
%fs 2.2720000706613066e-06
%fs 2.3360000923275947e-06
%fs 5.926400050520897e-05
%fs 2.368000103160739e-06
%fs 2.623999956995249e-06
%fs 5.481600016355515e-05
%fs 5.35999983549118e-05
%fs 5.2319999784231185e-05
%fs 5.187200009822845e-05
%fs 2.2720000706613066e-06
%fs 2.368000103160739e-06
%fs 5.619199946522713e-05
%fs 2.5599999353289604e-06
%fs 2.4000001139938832e-06
%fs 5.4719999432563783e-05
%fs 5.849599838256836e-05
%fs 5.766399949789047e-05
%fs 2.5919999461621047e-06
%fs 2.495999913662672e-06
%fs 5.990400165319443e-05
%fs 2.431999891996384e-06
%fs 2.2400000598281624e-06
%fs 5.484800040721894e-05
%fs 6.15679994225502e-05
%fs 5.465599894523621e-05
%fs 2.655999967828393e-06
%fs 2.78400001116097e-06
%fs 7.545600086450576e-05
%fs 2.5599999353289604e-06
%fs 2.463999902829528e-06
%fs 5.273599922657013e-05
%fs 5.363199859857559e-05
%fs 5.740800127387047e-05
%fs 5.510399863123894e-05
%fs 2.2400000598281624e-06
%fs 3.103999886661768e-06
%fs 7.32479989528656e-05
%fs 3.7440001033246518e-06
%fs 3.103999886661768e-06
%fs 6.812799721956253e-05
%fs 6.560000032186509e-05
%fs 7.065600156784058e-05
%fs 4.639999940991402e-06
%fs 1.5040000434964896e-06
%fs 8.051200211048127e-05
%fs 1.440000021830201e-06
%fs 2.8480000328272583e-06
%fs 5.571199953556061e-05
%fs 5.270399898290634e-05
%fs 5.09440004825592e-05
%fs 2.527999924495816e-06
%fs 2.495999913662672e-06
%fs 5.4496001452207564e-05
%fs 2.9120000544935464e-06
%fs 2.880000043660402e-06
%fs 5.552000179886818e-05
%fs 5.5456001311540604e-05
%fs 5.104000121355057e-05
%fs 2.463999902829528e-06
%fs 2.2400000598281624e-06
%fs 5.6384000927209855e-05
%fs 2.495999913662672e-06
%fs 2.495999913662672e-06
%fs 5.510399863123894e-05
%fs 5.212799832224846e-05
%fs 5.0655998289585113e-05
%fs 2.495999913662672e-06
%fs 2.5919999461621047e-06
%fs 5.529600009322167e-05
%fs 2.655999967828393e-06
%fs 4.127999767661095e-06
%fs 6.966400146484375e-05
%fs 7.049600034952164e-05
%fs 1.440000021830201e-06
%fs 6.124800071120263e-05
%fs 1.4720000326633453e-06
%fs 1.5040000434964896e-06
%fs 5.843200162053108e-05
%fs 2.9440000653266907e-06
%fs 1.4720000326633453e-06
%fs 5.2992001175880435e-05
%fs 5.8304000645875934e-05
%fs 5.555199831724167e-05
%fs 1.440000021830201e-06
%fs 1.5360000543296336e-06
%fs 6.108799949288369e-05
%fs 1.4720000326633453e-06
%fs 1.5040000434964896e-06
%fs 5.5615998804569246e-05
%fs 5.104000121355057e-05
%fs 5.1295999437570575e-05
%fs 5.491200089454651e-05
%fs 5.4464001208543776e-05
%fs 5.452800169587135e-05
%fs 1.4720000326633453e-06
%fs 1.7280000029131771e-06
%fs 5.7792000472545626e-05
%fs 1.5040000434964896e-06
%fs 1.5360000543296336e-06
%fs 5.350400134921074e-05
%fs 5.321599915623665e-05
%fs 6.121600046753884e-05
%fs 5.862399935722351e-05
%fs 4.575999919325113e-06
%fs 3.7120000924915075e-06
%fs 0.0010400960445404053
%fs 1.5040000434964896e-06
%fs 2.208000048995018e-06
%fs 5.6575998663902286e-05
%fs 5.993599817156792e-05
%fs 5.62559999525547e-05
%fs 2.495999913662672e-06
%fs 2.3040000814944505e-06
%fs 6.099199876189232e-05
%fs 1.4720000326633453e-06
%fs 1.7280000029131771e-06
%fs 6.0704000294208526e-05
%fs 5.801599845290184e-05
%fs 5.4719999432563783e-05
%fs 1.4720000326633453e-06
%fs 1.4720000326633453e-06
%fs 5.737600103020668e-05
%fs 1.4720000326633453e-06
%fs 1.5360000543296336e-06
%fs 5.369599908590317e-05
%fs 5.3440000861883166e-05
%fs 5.6671999394893644e-05
%fs 5.455999821424484e-05
%fs 1.5360000543296336e-06
%fs 3.488000016659498e-06
%fs 7.638400048017501e-05
%fs 1.5040000434964896e-06
%fs 1.440000021830201e-06
%fs 5.462399870157242e-05
%fs 5.737600103020668e-05
%fs 5.548800155520439e-05
%fs 1.4720000326633453e-06
%fs 1.440000021830201e-06
%fs 6.0159999877214436e-05
%fs 1.7600000137463212e-06
%fs 1.5040000434964896e-06
%fs 5.6607998907566074e-05
%fs 5.331199988722801e-05
%fs 5.212799832224846e-05
%fs 1.440000021830201e-06
%fs 1.5360000543296336e-06
%fs 5.507199838757515e-05
